The value of m used in spectral learning algorithm: 5
Model probability	Spectral learning probability
1.251293e-21	1.166725e-21	[25, 25, 27, 8, 14, 22, 20, 19, 23, 11, 5, 7, 7, 22]
4.288061e-36	4.034640e-36	[28, 24, 17, 29, 10, 1, 13, 23, 26, 26, 0, 6, 24, 12, 4, 14, 6, 25, 1, 5, 26, 9, 14, 11]
3.239187e-88	2.332367e-88	[1, 14, 17, 0, 5, 25, 29, 4, 6, 11, 20, 22, 7, 22, 14, 12, 26, 25, 28, 5, 21, 11, 19, 10, 26, 12, 3, 8, 21, 10, 1, 12, 25, 12, 17, 22, 7, 18, 18, 19, 10, 2, 5, 21, 12, 25, 3, 28, 29, 18, 3, 18, 26, 6, 9, 13, 20, 0, 9]
1.311192e-115	8.336551e-116	[24, 0, 16, 28, 28, 8, 19, 24, 6, 12, 9, 0, 21, 26, 20, 16, 19, 1, 0, 20, 27, 22, 13, 3, 6, 23, 17, 9, 12, 18, 24, 5, 3, 14, 18, 28, 9, 10, 14, 3, 11, 7, 20, 18, 11, 12, 26, 3, 5, 17, 25, 18, 29, 23, 11, 5, 28, 1, 4, 20, 18, 0, 17, 5, 5, 8, 1, 11, 20, 14, 14, 15, 19, 29, 18, 23, 13, 6]
1.034752e-55	1.070227e-55	[10, 22, 21, 7, 21, 14, 21, 28, 27, 10, 17, 24, 4, 6, 2, 13, 16, 4, 2, 4, 27, 3, 24, 24, 2, 12, 0, 9, 19, 0, 10, 1, 7, 7, 4, 20, 7]
2.343530e-05	2.332932e-05	[1, 19, 9]
5.339024e-05	5.308032e-05	[24, 10, 8]
7.646103e-65	8.452267e-65	[5, 7, 6, 12, 17, 1, 24, 29, 14, 12, 5, 25, 15, 29, 5, 14, 27, 7, 23, 14, 24, 4, 2, 5, 0, 21, 11, 14, 11, 25, 23, 5, 24, 4, 20, 6, 13, 5, 26, 29, 23, 16, 12, 20]
4.074786e-101	3.170908e-101	[4, 18, 4, 11, 1, 1, 17, 16, 19, 25, 18, 11, 16, 19, 4, 23, 19, 7, 4, 15, 24, 8, 0, 19, 20, 0, 15, 2, 12, 1, 20, 0, 26, 26, 18, 5, 8, 24, 15, 26, 16, 25, 28, 15, 17, 16, 2, 3, 18, 2, 9, 20, 10, 23, 6, 4, 19, 16, 26, 14, 26, 12, 20, 12, 7, 22, 19, 7]
1.185407e-133	1.464834e-133	[17, 9, 23, 10, 6, 0, 14, 3, 21, 20, 0, 6, 14, 28, 11, 20, 21, 21, 0, 21, 26, 8, 9, 18, 13, 24, 1, 25, 20, 17, 13, 20, 0, 15, 23, 5, 20, 21, 19, 7, 18, 25, 9, 4, 17, 11, 12, 28, 22, 8, 15, 27, 11, 0, 5, 25, 2, 27, 0, 25, 15, 21, 24, 19, 12, 25, 2, 1, 23, 28, 11, 5, 2, 2, 8, 5, 2, 5, 9, 4, 26, 21, 5, 14, 20, 23, 17, 24, 23, 19]
5.668371e-55	6.957941e-55	[12, 18, 20, 15, 13, 10, 26, 8, 13, 18, 16, 0, 22, 2, 24, 11, 26, 18, 12, 10, 27, 4, 11, 24, 15, 7, 13, 12, 7, 25, 4, 12, 23, 8, 4, 20, 23]
5.620646e-139	4.006740e-139	[19, 19, 18, 26, 2, 17, 5, 10, 18, 16, 4, 22, 4, 18, 8, 3, 2, 24, 5, 22, 9, 16, 19, 18, 16, 7, 29, 16, 29, 10, 9, 15, 14, 3, 15, 12, 6, 16, 20, 7, 9, 9, 28, 13, 20, 14, 15, 24, 10, 23, 6, 10, 7, 4, 6, 18, 18, 13, 20, 17, 12, 10, 1, 13, 4, 11, 3, 25, 13, 20, 1, 16, 15, 1, 13, 25, 4, 18, 3, 25, 2, 11, 17, 19, 14, 7, 11, 16, 28, 9, 17, 13, 22]
2.114124e-50	2.176380e-50	[2, 8, 17, 21, 3, 28, 27, 15, 11, 18, 10, 1, 12, 7, 15, 27, 15, 26, 14, 17, 19, 21, 11, 15, 6, 20, 24, 3, 10, 19, 15, 4, 14, 15]
7.633245e-76	8.963217e-76	[18, 26, 24, 4, 7, 20, 20, 20, 0, 12, 15, 23, 20, 22, 11, 29, 9, 11, 17, 3, 6, 25, 12, 8, 22, 16, 5, 1, 24, 7, 9, 12, 17, 19, 6, 15, 29, 20, 22, 0, 20, 4, 21, 3, 1, 16, 6, 19, 26, 5, 2]
5.781494e-42	4.900156e-42	[29, 19, 18, 16, 17, 28, 3, 7, 15, 8, 21, 10, 11, 15, 10, 23, 6, 9, 24, 25, 15, 5, 13, 21, 21, 28, 26, 14]
1.228690e-137	1.223931e-137	[13, 4, 7, 5, 10, 4, 25, 28, 9, 21, 13, 10, 21, 1, 5, 18, 1, 15, 3, 3, 17, 13, 15, 4, 8, 24, 23, 0, 14, 24, 11, 8, 10, 23, 4, 16, 25, 27, 29, 7, 17, 1, 2, 11, 24, 15, 21, 1, 5, 12, 4, 14, 0, 18, 8, 28, 15, 16, 25, 3, 19, 27, 21, 17, 13, 20, 12, 26, 28, 16, 24, 8, 0, 3, 25, 4, 5, 8, 6, 20, 21, 1, 8, 10, 23, 10, 27, 18, 18, 23, 21, 17, 14]
2.517114e-37	2.492822e-37	[17, 29, 18, 4, 15, 8, 7, 12, 19, 12, 21, 7, 15, 2, 11, 16, 27, 23, 29, 29, 24, 1, 18, 14, 25]
6.131694e-92	6.070031e-92	[21, 18, 23, 14, 3, 4, 7, 5, 21, 3, 20, 22, 20, 26, 10, 10, 9, 14, 26, 11, 15, 7, 24, 16, 8, 10, 29, 7, 7, 24, 15, 2, 19, 3, 16, 18, 24, 0, 4, 0, 12, 0, 18, 13, 20, 28, 27, 22, 23, 0, 4, 1, 28, 18, 2, 19, 25, 14, 18, 10, 6, 1]
4.835882e-114	4.688266e-114	[24, 15, 12, 23, 7, 4, 15, 16, 28, 0, 20, 12, 0, 0, 18, 4, 24, 19, 9, 0, 10, 24, 29, 6, 14, 11, 16, 14, 14, 27, 22, 8, 17, 20, 6, 12, 21, 4, 24, 3, 8, 19, 12, 23, 21, 27, 3, 11, 24, 14, 28, 17, 25, 3, 20, 23, 21, 26, 22, 11, 11, 17, 27, 2, 25, 16, 15, 12, 24, 18, 19, 19, 24, 29, 25, 2, 18]
3.815276e-36	3.853560e-36	[23, 22, 23, 19, 12, 11, 12, 5, 17, 6, 24, 4, 28, 6, 16, 16, 5, 8, 24, 17, 17, 26, 10, 11]
1.931468e-84	1.440332e-84	[20, 5, 2, 27, 17, 20, 19, 1, 5, 24, 0, 4, 20, 8, 27, 26, 2, 6, 12, 19, 14, 7, 14, 22, 25, 20, 24, 1, 17, 14, 15, 5, 7, 4, 25, 24, 15, 3, 12, 10, 18, 28, 24, 6, 4, 9, 25, 5, 27, 18, 0, 17, 10, 14, 28, 5, 0]
1.388879e-52	1.021056e-52	[4, 9, 8, 28, 20, 11, 8, 9, 29, 22, 8, 3, 3, 27, 16, 20, 1, 16, 28, 5, 20, 28, 23, 19, 29, 23, 6, 21, 20, 29, 5, 14, 22, 9, 14]
3.825855e-112	3.950715e-112	[13, 17, 25, 10, 0, 18, 3, 17, 0, 14, 20, 1, 26, 28, 14, 0, 18, 18, 10, 7, 29, 12, 26, 20, 4, 3, 20, 26, 27, 27, 23, 17, 9, 28, 12, 18, 11, 15, 3, 10, 0, 6, 12, 5, 26, 15, 4, 2, 21, 8, 8, 22, 10, 23, 0, 12, 15, 16, 10, 7, 23, 24, 19, 24, 16, 4, 10, 24, 12, 14, 24, 3, 21, 11, 27, 26]
3.807953e-15	3.796275e-15	[25, 23, 14, 5, 15, 20, 19, 12, 6, 15]
9.103594e-88	8.922601e-88	[3, 17, 22, 0, 13, 22, 9, 14, 20, 11, 16, 7, 29, 5, 10, 23, 2, 22, 10, 22, 18, 28, 1, 10, 26, 7, 4, 21, 25, 20, 4, 20, 0, 27, 10, 11, 29, 5, 11, 23, 12, 25, 7, 23, 23, 20, 1, 2, 24, 23, 21, 0, 0, 0, 23, 8, 28, 6, 13]
1.962784e-18	2.047867e-18	[27, 0, 9, 5, 1, 5, 25, 3, 12, 26, 26, 23]
2.017172e-101	2.015005e-101	[21, 5, 24, 20, 18, 18, 27, 1, 0, 4, 18, 18, 4, 3, 5, 3, 18, 23, 6, 11, 20, 7, 20, 20, 7, 15, 12, 13, 5, 17, 15, 10, 20, 22, 20, 15, 0, 9, 0, 10, 6, 19, 3, 4, 19, 8, 7, 19, 8, 5, 1, 9, 18, 15, 5, 29, 14, 15, 4, 24, 15, 28, 3, 6, 19, 15, 27, 14, 25]
8.321171e-14	7.896919e-14	[3, 27, 7, 14, 26, 4, 12, 23, 15]
1.695976e-96	1.671423e-96	[1, 15, 21, 11, 29, 29, 8, 22, 12, 29, 19, 5, 25, 23, 8, 18, 22, 5, 21, 2, 29, 16, 6, 5, 0, 17, 16, 5, 28, 12, 7, 28, 6, 13, 15, 12, 2, 10, 4, 14, 8, 3, 10, 14, 15, 3, 11, 26, 20, 1, 14, 9, 2, 17, 12, 21, 10, 3, 2, 9, 29, 20, 27, 9, 4]
1.388115e-138	2.016718e-138	[9, 23, 14, 11, 15, 15, 14, 17, 1, 12, 17, 19, 8, 2, 27, 3, 18, 23, 29, 21, 9, 25, 29, 10, 9, 4, 29, 23, 23, 25, 23, 5, 15, 19, 16, 5, 8, 14, 5, 12, 24, 13, 0, 15, 15, 7, 4, 27, 16, 0, 12, 8, 12, 13, 23, 28, 15, 29, 17, 22, 17, 23, 11, 2, 12, 0, 16, 23, 21, 23, 6, 3, 14, 7, 2, 6, 8, 22, 18, 5, 18, 4, 14, 29, 6, 23, 26, 18, 7, 25, 12, 14, 13, 28]
5.893509e-111	7.888804e-111	[1, 14, 27, 3, 29, 9, 5, 9, 20, 15, 28, 13, 20, 25, 15, 20, 10, 5, 12, 0, 0, 29, 27, 13, 15, 10, 15, 8, 6, 27, 4, 21, 17, 27, 26, 1, 20, 12, 15, 3, 14, 14, 10, 27, 24, 5, 0, 20, 25, 28, 6, 2, 16, 7, 21, 7, 10, 16, 7, 8, 3, 11, 14, 21, 20, 0, 22, 7, 14, 27, 19, 8, 23, 10, 20]
1.188584e-47	1.202254e-47	[15, 6, 9, 1, 23, 8, 2, 28, 4, 3, 15, 1, 10, 10, 29, 12, 19, 18, 12, 12, 9, 11, 28, 7, 26, 6, 7, 1, 12, 14, 2, 8]
7.509268e-141	6.084210e-141	[6, 28, 7, 23, 19, 17, 4, 7, 24, 19, 19, 22, 1, 19, 5, 4, 6, 29, 2, 17, 6, 6, 25, 15, 1, 9, 1, 11, 17, 16, 27, 19, 22, 22, 10, 17, 0, 1, 24, 25, 14, 28, 27, 20, 29, 8, 6, 29, 1, 5, 7, 29, 9, 14, 0, 15, 18, 15, 12, 24, 0, 0, 5, 11, 6, 15, 25, 25, 10, 5, 4, 17, 17, 1, 10, 24, 20, 8, 5, 11, 12, 17, 15, 14, 2, 15, 17, 26, 20, 25, 21, 7, 21, 14, 28]
3.144162e-11	3.176654e-11	[7, 22, 27, 20, 29, 27, 12]
1.297805e-121	1.516507e-121	[15, 19, 7, 8, 10, 12, 6, 27, 2, 3, 19, 1, 11, 6, 4, 11, 12, 25, 17, 20, 2, 6, 7, 14, 24, 3, 0, 9, 11, 20, 8, 23, 8, 16, 29, 25, 3, 18, 1, 14, 14, 28, 9, 9, 4, 28, 0, 18, 21, 24, 15, 23, 21, 26, 12, 17, 20, 27, 12, 8, 11, 24, 15, 10, 25, 28, 7, 20, 13, 7, 22, 19, 16, 19, 25, 11, 7, 25, 12, 8, 24, 1]
3.900242e-121	3.387042e-121	[28, 14, 8, 7, 2, 15, 28, 14, 5, 27, 12, 6, 23, 6, 4, 28, 17, 5, 10, 15, 4, 20, 11, 23, 5, 2, 8, 12, 28, 2, 3, 23, 11, 26, 18, 9, 11, 2, 28, 24, 3, 10, 27, 11, 10, 4, 28, 8, 23, 7, 15, 26, 23, 24, 10, 24, 2, 9, 9, 22, 1, 20, 7, 15, 0, 3, 11, 22, 8, 22, 2, 9, 29, 10, 1, 12, 23, 21, 26, 23, 21, 16]
3.850404e-106	5.290887e-106	[20, 11, 13, 24, 16, 7, 1, 29, 20, 14, 24, 6, 12, 12, 2, 22, 17, 20, 7, 0, 3, 15, 4, 1, 12, 21, 14, 15, 0, 7, 8, 13, 15, 12, 13, 22, 29, 15, 11, 7, 16, 15, 0, 26, 23, 16, 13, 24, 20, 4, 18, 22, 0, 25, 12, 4, 23, 3, 12, 10, 1, 3, 6, 25, 14, 17, 4, 15, 26, 25, 3, 14]
9.585054e-138	8.663418e-138	[25, 5, 17, 21, 16, 4, 9, 19, 7, 15, 24, 28, 25, 10, 4, 18, 4, 7, 24, 17, 8, 18, 11, 11, 23, 14, 25, 12, 23, 11, 23, 28, 13, 1, 7, 18, 22, 24, 4, 4, 10, 10, 16, 2, 4, 1, 14, 29, 26, 26, 17, 18, 12, 15, 25, 0, 15, 5, 7, 29, 21, 29, 6, 6, 28, 26, 25, 21, 26, 1, 10, 18, 13, 1, 4, 17, 0, 11, 23, 5, 23, 19, 25, 18, 18, 4, 18, 2, 8, 16, 8, 21, 1]
9.610966e-53	8.616852e-53	[26, 6, 3, 8, 3, 20, 22, 6, 0, 27, 3, 3, 13, 3, 1, 0, 4, 23, 3, 17, 18, 16, 9, 2, 23, 21, 25, 16, 27, 2, 23, 10, 24, 27, 25]
2.324490e-119	2.655800e-119	[15, 19, 21, 28, 29, 1, 15, 25, 10, 21, 13, 12, 9, 20, 5, 12, 18, 20, 28, 17, 4, 26, 14, 19, 17, 15, 3, 25, 16, 25, 12, 22, 24, 16, 26, 18, 18, 18, 14, 5, 15, 0, 10, 20, 24, 29, 11, 2, 22, 7, 18, 4, 13, 29, 24, 22, 5, 17, 23, 13, 11, 28, 27, 11, 24, 27, 27, 20, 27, 19, 19, 18, 14, 9, 9, 5, 5, 21, 12, 25]
2.130153e-126	1.047238e-126	[8, 2, 17, 18, 25, 4, 4, 3, 19, 18, 12, 18, 8, 8, 3, 28, 16, 9, 14, 14, 22, 6, 24, 22, 3, 0, 1, 21, 21, 5, 24, 4, 10, 5, 9, 3, 14, 10, 18, 20, 6, 13, 28, 23, 14, 17, 1, 3, 25, 12, 23, 2, 23, 22, 22, 20, 18, 27, 14, 22, 13, 24, 11, 8, 26, 9, 12, 15, 12, 17, 19, 17, 5, 15, 8, 17, 0, 25, 24, 29, 10, 19, 8, 17, 17]
2.835907e-89	3.222894e-89	[26, 6, 11, 19, 19, 29, 4, 3, 15, 22, 5, 0, 15, 18, 25, 20, 8, 16, 12, 5, 28, 0, 10, 7, 26, 11, 7, 27, 23, 28, 6, 26, 22, 3, 24, 26, 23, 22, 7, 13, 21, 5, 12, 10, 16, 22, 27, 15, 4, 28, 24, 7, 24, 17, 5, 15, 16, 21, 8, 6]
7.183827e-131	6.837181e-131	[21, 20, 23, 27, 2, 12, 4, 29, 4, 14, 17, 7, 21, 10, 17, 9, 10, 23, 17, 2, 2, 5, 13, 14, 5, 26, 10, 23, 4, 17, 6, 9, 22, 18, 24, 7, 11, 16, 16, 20, 17, 24, 29, 25, 11, 14, 21, 10, 21, 6, 9, 16, 23, 29, 0, 29, 23, 0, 25, 14, 29, 4, 13, 7, 17, 10, 4, 1, 11, 23, 13, 20, 5, 24, 29, 9, 7, 16, 22, 27, 15, 9, 12, 28, 18, 19, 14, 1]
5.194328e-43	4.551309e-43	[20, 2, 9, 20, 6, 15, 24, 14, 17, 23, 15, 25, 15, 12, 26, 29, 16, 28, 16, 9, 10, 11, 24, 10, 28, 5, 10, 7, 7]
5.662369e-72	7.293983e-72	[27, 15, 19, 13, 3, 8, 18, 3, 29, 17, 21, 4, 12, 24, 5, 23, 19, 9, 9, 29, 4, 16, 19, 23, 25, 19, 1, 2, 21, 15, 26, 12, 27, 10, 20, 12, 12, 25, 8, 25, 9, 26, 26, 5, 22, 4, 14, 4]
2.761711e-115	3.850428e-115	[24, 14, 15, 28, 26, 23, 8, 2, 22, 19, 4, 19, 16, 0, 16, 10, 23, 26, 23, 20, 12, 19, 29, 12, 11, 5, 15, 22, 11, 8, 8, 8, 7, 26, 3, 6, 23, 24, 24, 5, 29, 7, 13, 28, 18, 27, 9, 0, 6, 8, 25, 27, 20, 24, 11, 20, 9, 28, 0, 14, 27, 15, 22, 15, 3, 29, 26, 21, 15, 21, 11, 5, 9, 1, 7, 23, 14, 0]
1.427380e-68	1.356110e-68	[12, 0, 22, 29, 9, 1, 21, 14, 8, 15, 27, 1, 23, 0, 22, 17, 10, 26, 0, 16, 5, 29, 22, 14, 28, 26, 20, 5, 0, 3, 20, 13, 14, 24, 18, 20, 23, 9, 14, 25, 2, 28, 2, 10, 0, 6]
8.538322e-22	9.485350e-22	[16, 27, 25, 21, 28, 2, 23, 26, 25, 1, 11, 14, 1, 21]
7.779196e-13	7.499451e-13	[13, 16, 20, 3, 13, 27, 20, 18]
1.996257e-137	3.405700e-137	[3, 7, 28, 9, 23, 18, 23, 17, 6, 10, 29, 11, 25, 21, 4, 4, 12, 23, 4, 24, 22, 5, 28, 10, 29, 27, 3, 0, 0, 27, 22, 24, 17, 16, 29, 4, 4, 22, 6, 21, 24, 22, 0, 12, 16, 11, 15, 22, 16, 8, 28, 10, 8, 7, 19, 3, 10, 21, 10, 18, 23, 20, 15, 18, 4, 5, 15, 2, 29, 21, 9, 25, 6, 29, 4, 26, 5, 21, 27, 6, 8, 7, 29, 11, 3, 26, 0, 3, 8, 3, 6, 1, 5]
3.947315e-05	3.854098e-05	[23, 6, 28]
3.275745e-08	3.419266e-08	[14, 21, 9, 28, 18]
1.181401e-06	1.210890e-06	[25, 12, 7, 9]
2.503222e-89	2.070952e-89	[9, 29, 14, 27, 9, 1, 8, 4, 10, 18, 1, 3, 29, 7, 5, 0, 8, 20, 24, 6, 27, 18, 8, 8, 1, 24, 22, 27, 27, 4, 2, 14, 2, 2, 25, 6, 26, 22, 10, 25, 6, 5, 29, 5, 8, 4, 21, 13, 23, 12, 1, 3, 8, 7, 28, 8, 14, 17, 9, 23]
1.579189e-110	8.355348e-111	[6, 23, 25, 25, 6, 22, 12, 27, 5, 15, 6, 8, 18, 2, 5, 24, 5, 28, 26, 17, 6, 15, 16, 29, 10, 23, 10, 2, 4, 15, 9, 3, 6, 28, 22, 8, 10, 24, 15, 12, 22, 24, 11, 2, 0, 14, 26, 8, 28, 28, 29, 23, 25, 17, 27, 22, 5, 1, 24, 15, 9, 5, 24, 5, 4, 23, 22, 15, 14, 14, 29, 27, 18, 18, 11]
1.703455e-67	1.715421e-67	[19, 15, 13, 27, 2, 16, 24, 12, 12, 13, 24, 0, 2, 0, 20, 18, 18, 19, 16, 28, 24, 26, 4, 10, 12, 12, 26, 28, 15, 3, 20, 19, 9, 20, 9, 18, 13, 5, 9, 18, 26, 13, 0, 17, 8]
1.489967e-32	1.152164e-32	[20, 14, 19, 21, 0, 29, 15, 7, 23, 12, 4, 29, 5, 16, 12, 6, 23, 23, 24, 8, 10, 23]
3.124525e-57	2.770828e-57	[25, 10, 21, 27, 3, 16, 26, 26, 21, 0, 13, 6, 10, 21, 15, 21, 11, 23, 18, 14, 20, 19, 9, 22, 6, 2, 18, 12, 17, 7, 7, 21, 20, 27, 2, 20, 29, 8]
8.361359e-122	1.297861e-121	[5, 3, 7, 29, 9, 14, 4, 0, 7, 15, 2, 25, 14, 5, 23, 28, 14, 15, 20, 0, 15, 15, 16, 9, 5, 6, 4, 25, 5, 4, 19, 12, 4, 4, 11, 20, 24, 22, 25, 21, 6, 21, 24, 26, 12, 20, 26, 15, 20, 10, 8, 2, 13, 26, 11, 18, 8, 27, 2, 23, 14, 9, 1, 10, 10, 8, 3, 28, 3, 29, 23, 5, 11, 15, 15, 2, 0, 27, 18, 0, 20, 20, 23]
9.291469e-07	8.977033e-07	[1, 15, 22, 13]
6.958969e-30	7.181517e-30	[24, 4, 18, 28, 14, 20, 6, 24, 16, 24, 8, 7, 2, 9, 15, 16, 0, 11, 4, 14]
2.995163e-124	2.628764e-124	[18, 12, 17, 27, 22, 29, 7, 20, 2, 20, 14, 17, 20, 22, 14, 29, 24, 23, 21, 18, 6, 11, 9, 18, 18, 24, 28, 25, 7, 24, 23, 5, 6, 6, 3, 13, 6, 15, 12, 22, 14, 0, 29, 7, 10, 11, 8, 19, 1, 15, 6, 4, 12, 21, 26, 9, 17, 6, 18, 14, 26, 13, 10, 7, 15, 25, 14, 7, 2, 9, 20, 16, 2, 0, 9, 0, 20, 15, 6, 9, 8, 3, 20, 21]
1.069722e-22	1.038635e-22	[8, 10, 17, 0, 4, 8, 28, 13, 14, 6, 9, 15, 11, 4, 6]
5.341528e-144	7.727649e-144	[23, 0, 15, 8, 19, 2, 9, 22, 15, 1, 3, 24, 22, 2, 24, 12, 13, 25, 21, 29, 13, 14, 18, 3, 5, 10, 24, 25, 8, 9, 10, 21, 11, 23, 24, 3, 21, 29, 13, 5, 28, 5, 12, 16, 25, 2, 7, 7, 22, 8, 3, 22, 11, 16, 14, 10, 3, 17, 9, 28, 21, 4, 23, 9, 11, 7, 2, 6, 28, 12, 8, 4, 6, 16, 16, 14, 11, 2, 10, 9, 23, 28, 5, 17, 5, 15, 3, 16, 12, 11, 24, 1, 19, 5, 15, 10, 3]
2.605788e-115	1.687784e-115	[16, 13, 8, 25, 11, 4, 7, 14, 18, 24, 3, 28, 21, 20, 17, 10, 3, 11, 22, 21, 8, 21, 27, 4, 11, 3, 27, 4, 23, 8, 6, 17, 19, 23, 27, 6, 24, 8, 8, 4, 0, 11, 27, 7, 19, 25, 0, 21, 7, 13, 29, 25, 6, 16, 5, 11, 19, 28, 28, 22, 13, 8, 28, 10, 15, 19, 28, 7, 0, 28, 23, 24, 22, 2, 23, 21, 5]
1.225069e-72	2.230777e-72	[1, 15, 24, 5, 6, 20, 17, 28, 2, 12, 25, 1, 6, 3, 10, 8, 23, 12, 17, 18, 5, 24, 19, 12, 0, 12, 3, 24, 20, 22, 7, 13, 1, 25, 14, 29, 5, 19, 0, 4, 26, 1, 12, 10, 4, 6, 8, 9, 23]
7.503564e-128	6.333290e-128	[21, 0, 12, 29, 24, 10, 7, 0, 23, 5, 14, 7, 14, 26, 20, 14, 15, 15, 17, 28, 20, 25, 28, 7, 3, 4, 8, 23, 22, 2, 1, 12, 12, 10, 2, 15, 2, 4, 24, 18, 14, 14, 2, 16, 9, 23, 1, 18, 16, 1, 18, 26, 5, 16, 29, 5, 8, 1, 10, 11, 14, 24, 10, 20, 7, 8, 20, 0, 17, 2, 21, 18, 4, 14, 12, 5, 16, 11, 15, 7, 12, 25, 3, 4, 12, 17, 25]
6.149939e-08	6.167206e-08	[0, 7, 12, 14, 29]
2.963895e-129	3.388384e-129	[26, 21, 23, 22, 3, 24, 9, 22, 28, 20, 12, 19, 7, 22, 15, 12, 10, 13, 28, 25, 23, 26, 12, 2, 25, 24, 10, 8, 8, 17, 0, 5, 8, 5, 24, 21, 22, 14, 10, 24, 15, 19, 25, 3, 23, 14, 5, 4, 22, 29, 0, 25, 8, 28, 23, 14, 9, 28, 26, 0, 7, 23, 2, 13, 29, 17, 3, 10, 8, 16, 26, 10, 21, 5, 27, 25, 25, 11, 5, 6, 5, 3, 16, 28, 2, 12, 28]
