The value of m used in spectral learning algorithm: 4
Model probability	Spectral learning probability
4.273569e-22	4.008949e-22	[5, 13, 3, 5, 9, 2, 5, 5, 5, 7, 12, 11, 12, 13, 5, 9, 13, 4, 5]
4.991729e-56	4.898031e-56	[12, 9, 13, 3, 10, 2, 6, 1, 13, 13, 4, 5, 7, 1, 2, 11, 6, 3, 11, 11, 13, 8, 14, 9, 13, 15, 11, 5, 6, 11, 1, 8, 13, 10, 9, 1, 5, 4, 13, 12, 12, 11, 2, 1, 2, 8]
1.803385e-104	1.656391e-104	[12, 5, 15, 6, 7, 9, 13, 7, 1, 9, 12, 5, 2, 11, 9, 0, 10, 6, 9, 9, 4, 12, 5, 15, 12, 12, 3, 15, 7, 12, 5, 13, 5, 2, 12, 15, 6, 6, 4, 5, 6, 15, 1, 8, 4, 11, 5, 1, 13, 1, 15, 8, 7, 5, 5, 5, 8, 15, 10, 10, 13, 9, 1, 8, 1, 13, 12, 0, 6, 9, 13, 0, 7, 2, 13, 14, 10, 8, 15, 10, 6, 7, 12, 8, 9, 9, 12, 5]
6.961704e-50	7.316547e-50	[0, 9, 4, 15, 13, 15, 1, 6, 5, 0, 7, 2, 15, 9, 7, 0, 15, 5, 5, 15, 2, 13, 12, 7, 13, 10, 4, 7, 5, 8, 5, 12, 9, 5, 9, 3, 9, 6, 0, 15, 1, 5]
1.026024e-23	9.662722e-24	[5, 1, 14, 10, 11, 14, 9, 2, 15, 12, 6, 7, 6, 5, 1, 13, 6, 1, 9]
9.550455e-54	8.659977e-54	[6, 3, 5, 13, 5, 7, 9, 9, 5, 6, 5, 13, 13, 7, 6, 14, 13, 3, 0, 5, 8, 5, 11, 14, 13, 12, 4, 1, 15, 4, 10, 0, 6, 5, 10, 3, 6, 13, 15, 11, 6, 9, 7, 7, 5]
1.871889e-05	1.873708e-05	[9, 12, 3, 5]
3.859692e-71	4.243745e-71	[13, 13, 8, 15, 6, 14, 6, 9, 13, 8, 0, 12, 13, 5, 10, 4, 15, 2, 2, 15, 5, 7, 5, 10, 1, 14, 9, 6, 12, 8, 4, 7, 10, 1, 9, 13, 2, 1, 6, 2, 3, 4, 15, 1, 0, 0, 6, 2, 0, 5, 9, 7, 7, 9, 9, 11, 0, 8, 7]
7.981812e-26	8.597815e-26	[12, 9, 7, 13, 12, 10, 0, 8, 13, 15, 14, 0, 4, 4, 0, 12, 1, 1, 4, 7, 7]
1.851580e-79	1.901425e-79	[9, 9, 11, 6, 13, 1, 2, 9, 4, 0, 13, 12, 0, 11, 5, 8, 3, 5, 13, 9, 12, 1, 8, 7, 7, 5, 13, 7, 5, 9, 5, 10, 4, 15, 8, 1, 7, 7, 9, 2, 13, 15, 14, 0, 15, 5, 1, 8, 15, 3, 5, 12, 1, 15, 9, 13, 4, 13, 5, 2, 12, 5, 10, 2, 8, 10, 2]
3.424715e-29	3.480271e-29	[4, 7, 7, 15, 5, 1, 1, 10, 1, 7, 11, 6, 9, 14, 8, 13, 4, 9, 9, 8, 4, 8, 0, 7]
6.318229e-48	5.403693e-48	[5, 9, 11, 8, 5, 13, 7, 10, 12, 11, 10, 15, 0, 5, 1, 13, 0, 12, 13, 11, 8, 0, 6, 11, 5, 8, 4, 14, 3, 5, 14, 13, 0, 14, 15, 5, 7, 0, 0, 4]
1.259044e-27	1.322113e-27	[13, 8, 10, 12, 3, 1, 9, 5, 1, 12, 1, 5, 5, 13, 14, 1, 3, 7, 9, 8, 4, 2, 9]
2.272209e-58	2.440349e-58	[13, 14, 13, 15, 13, 5, 13, 8, 1, 3, 7, 3, 2, 14, 6, 0, 6, 2, 5, 4, 8, 5, 1, 13, 5, 6, 8, 10, 5, 13, 4, 10, 2, 13, 15, 1, 13, 5, 5, 10, 9, 7, 6, 6, 11, 12, 5, 3, 1]
5.155798e-115	4.597934e-115	[0, 11, 6, 3, 8, 6, 5, 4, 2, 13, 0, 8, 3, 2, 8, 9, 12, 15, 9, 2, 1, 7, 1, 5, 1, 1, 0, 5, 12, 8, 12, 6, 9, 5, 5, 8, 4, 13, 12, 0, 6, 1, 13, 8, 0, 15, 2, 5, 15, 0, 12, 9, 4, 0, 6, 7, 9, 2, 8, 13, 14, 0, 4, 2, 4, 3, 10, 8, 0, 6, 1, 6, 12, 13, 7, 15, 6, 1, 4, 1, 10, 0, 12, 3, 1, 9, 11, 4, 4, 12, 5, 5, 11, 11, 13, 13]
6.767385e-72	7.020652e-72	[4, 6, 13, 12, 9, 5, 8, 4, 15, 4, 8, 8, 9, 8, 11, 5, 1, 11, 8, 12, 5, 1, 1, 9, 0, 3, 2, 13, 4, 15, 5, 12, 12, 8, 15, 4, 6, 6, 12, 15, 5, 15, 11, 11, 10, 11, 5, 4, 13, 8, 13, 5, 0, 3, 2, 1, 7, 4, 12, 9]
2.212505e-86	1.971491e-86	[0, 1, 14, 15, 3, 3, 0, 13, 9, 7, 3, 6, 7, 14, 7, 9, 13, 8, 8, 14, 10, 1, 9, 15, 5, 7, 3, 4, 6, 5, 8, 2, 15, 14, 12, 10, 13, 15, 6, 4, 1, 8, 9, 2, 9, 5, 2, 12, 11, 2, 0, 15, 8, 15, 3, 4, 2, 10, 13, 8, 13, 15, 4, 15, 5, 5, 5, 10, 2, 10, 9]
8.278380e-94	9.269926e-94	[1, 13, 15, 6, 10, 8, 4, 3, 0, 15, 3, 9, 1, 7, 0, 5, 1, 5, 0, 1, 11, 2, 0, 2, 6, 2, 0, 15, 7, 9, 0, 0, 13, 13, 1, 2, 0, 14, 8, 6, 8, 4, 0, 9, 13, 4, 0, 13, 15, 7, 13, 13, 11, 8, 3, 9, 4, 9, 9, 1, 13, 10, 15, 5, 4, 9, 5, 4, 10, 13, 5, 0, 0, 13, 4, 15, 15, 3, 5]
2.251472e-18	2.216079e-18	[1, 1, 12, 12, 14, 5, 8, 15, 5, 13, 2, 9, 10, 11, 5]
2.148171e-71	2.247708e-71	[4, 6, 1, 5, 10, 15, 5, 13, 8, 3, 8, 13, 9, 5, 14, 14, 1, 8, 0, 8, 0, 5, 12, 0, 1, 3, 13, 8, 15, 9, 5, 5, 5, 5, 4, 1, 10, 11, 13, 0, 4, 1, 14, 11, 10, 1, 13, 4, 14, 15, 11, 13, 2, 1, 4, 3, 9, 7, 3, 9]
8.986656e-110	9.371358e-110	[7, 2, 9, 5, 10, 7, 12, 2, 10, 12, 14, 11, 11, 12, 7, 12, 5, 15, 1, 6, 10, 13, 11, 13, 10, 14, 4, 9, 6, 5, 15, 0, 1, 1, 1, 10, 5, 5, 2, 2, 4, 7, 13, 2, 1, 8, 9, 3, 15, 9, 13, 14, 11, 1, 3, 6, 3, 14, 7, 2, 15, 2, 6, 10, 8, 9, 0, 13, 6, 3, 3, 15, 14, 11, 13, 5, 14, 8, 9, 15, 9, 8, 9, 13, 4, 5, 7, 10, 0, 8]
3.186992e-78	3.574318e-78	[2, 13, 13, 9, 9, 2, 2, 14, 10, 4, 11, 15, 14, 5, 8, 8, 6, 13, 5, 15, 6, 9, 11, 5, 2, 7, 5, 13, 13, 12, 10, 5, 15, 4, 13, 6, 9, 7, 5, 13, 8, 8, 7, 9, 15, 0, 1, 9, 2, 4, 3, 15, 1, 9, 11, 12, 7, 9, 4, 3, 13, 13, 14, 6, 10]
2.836116e-52	2.746685e-52	[5, 4, 12, 13, 13, 12, 8, 13, 5, 12, 1, 12, 7, 5, 9, 12, 5, 9, 14, 1, 9, 1, 8, 2, 4, 0, 5, 7, 2, 4, 2, 13, 0, 3, 0, 8, 15, 6, 9, 3, 1, 2, 1, 5]
6.265992e-53	6.272340e-53	[5, 4, 5, 12, 15, 12, 13, 9, 10, 8, 5, 12, 8, 5, 0, 3, 1, 5, 9, 3, 8, 5, 3, 13, 4, 14, 8, 8, 5, 12, 14, 10, 13, 14, 3, 15, 6, 2, 4, 13, 4, 10, 11, 4]
2.272484e-11	2.205795e-11	[5, 4, 1, 13, 13, 15, 2, 15, 6]
4.411217e-78	4.201151e-78	[12, 9, 11, 11, 4, 0, 12, 9, 5, 10, 12, 0, 5, 7, 0, 7, 7, 8, 0, 8, 3, 1, 9, 13, 0, 7, 1, 13, 1, 10, 1, 4, 11, 15, 1, 9, 10, 4, 6, 11, 12, 8, 10, 5, 4, 7, 12, 4, 5, 13, 3, 5, 11, 14, 4, 13, 8, 11, 6, 6, 7, 3, 13, 13, 15]
2.780593e-21	2.805018e-21	[8, 15, 10, 9, 10, 5, 4, 3, 9, 1, 14, 6, 5, 2, 6, 15, 15]
8.481061e-71	7.272941e-71	[6, 13, 13, 8, 6, 7, 5, 4, 11, 11, 2, 8, 8, 3, 12, 5, 6, 2, 0, 6, 4, 6, 6, 7, 0, 3, 7, 2, 0, 6, 11, 1, 13, 9, 14, 10, 0, 8, 5, 1, 1, 7, 9, 6, 1, 12, 14, 9, 12, 6, 5, 8, 8, 10, 14, 12, 3, 10]
1.915442e-11	2.002633e-11	[13, 1, 2, 9, 2, 9, 9, 9, 12]
3.455104e-55	3.409402e-55	[3, 1, 14, 8, 8, 4, 11, 12, 1, 9, 6, 0, 12, 2, 0, 5, 15, 1, 14, 14, 9, 2, 0, 5, 12, 13, 4, 13, 12, 14, 11, 15, 1, 8, 8, 8, 5, 11, 10, 9, 0, 2, 9, 15, 2]
6.916856e-46	7.495901e-46	[13, 4, 8, 6, 6, 2, 4, 5, 4, 15, 5, 12, 4, 7, 1, 15, 4, 0, 1, 11, 15, 6, 7, 1, 5, 9, 9, 12, 13, 12, 14, 4, 10, 0, 10, 1, 1, 8]
9.827460e-96	9.288258e-96	[8, 14, 8, 14, 15, 10, 13, 10, 5, 14, 5, 13, 15, 10, 12, 1, 2, 3, 8, 13, 0, 1, 2, 11, 11, 14, 10, 2, 8, 5, 5, 5, 9, 5, 8, 6, 4, 5, 8, 13, 6, 3, 7, 6, 12, 1, 13, 15, 7, 6, 13, 5, 5, 0, 6, 2, 0, 7, 8, 6, 4, 5, 12, 6, 2, 8, 5, 9, 6, 8, 1, 7, 9, 10, 10, 11, 0, 10, 13, 1]
4.047524e-37	3.944040e-37	[6, 3, 15, 13, 8, 1, 0, 13, 9, 12, 14, 11, 3, 9, 11, 12, 11, 1, 3, 3, 5, 13, 3, 9, 6, 0, 1, 12, 13, 12]
2.344780e-116	2.035072e-116	[0, 9, 4, 5, 4, 14, 13, 6, 5, 4, 10, 13, 8, 11, 14, 11, 7, 0, 3, 12, 9, 5, 7, 5, 13, 15, 1, 5, 4, 10, 4, 8, 0, 9, 5, 5, 15, 0, 10, 2, 9, 0, 8, 15, 13, 9, 11, 8, 5, 9, 11, 1, 3, 11, 7, 12, 7, 6, 0, 1, 4, 15, 0, 5, 7, 0, 15, 14, 12, 7, 8, 15, 1, 4, 8, 9, 15, 14, 3, 9, 8, 11, 5, 3, 8, 7, 10, 13, 11, 8, 6, 11, 6, 0, 3, 13, 7]
1.825085e-116	1.903070e-116	[9, 14, 13, 7, 15, 11, 9, 6, 14, 6, 1, 15, 1, 0, 12, 9, 1, 3, 5, 8, 4, 2, 10, 2, 1, 9, 6, 14, 8, 9, 7, 6, 5, 5, 6, 7, 1, 8, 4, 10, 8, 7, 13, 15, 0, 4, 13, 6, 13, 9, 9, 5, 11, 6, 15, 0, 4, 5, 5, 12, 9, 2, 0, 9, 10, 1, 11, 0, 0, 13, 11, 5, 3, 11, 5, 8, 1, 8, 15, 7, 5, 4, 6, 3, 11, 14, 13, 12, 3, 4, 5, 1, 2, 12, 6, 6, 8]
3.953688e-72	3.607797e-72	[13, 5, 11, 5, 1, 1, 2, 9, 5, 1, 8, 8, 5, 14, 8, 9, 5, 11, 2, 9, 9, 13, 7, 12, 4, 6, 7, 8, 4, 3, 1, 8, 13, 2, 0, 0, 7, 9, 5, 8, 11, 9, 6, 10, 13, 7, 5, 1, 14, 13, 15, 13, 5, 2, 15, 9, 10, 2, 5, 0, 7]
2.021386e-84	2.081301e-84	[2, 13, 0, 5, 0, 14, 15, 2, 7, 10, 2, 10, 4, 9, 10, 10, 8, 4, 10, 9, 7, 4, 5, 8, 7, 13, 14, 2, 4, 8, 12, 8, 13, 9, 7, 5, 9, 2, 5, 5, 3, 2, 7, 3, 4, 10, 4, 15, 4, 13, 9, 13, 3, 10, 0, 13, 12, 8, 1, 6, 4, 2, 5, 2, 4, 11, 8, 13, 14, 13]
3.973377e-52	3.873659e-52	[5, 3, 0, 5, 12, 12, 12, 6, 5, 9, 1, 8, 4, 10, 15, 4, 9, 14, 14, 3, 13, 13, 15, 10, 2, 13, 12, 13, 0, 13, 15, 1, 4, 2, 7, 1, 13, 4, 14, 6, 0, 0, 7]
3.623329e-50	3.320041e-50	[12, 13, 9, 13, 15, 12, 10, 9, 14, 7, 7, 8, 5, 1, 9, 13, 13, 5, 12, 0, 0, 7, 13, 1, 15, 6, 5, 2, 8, 6, 7, 5, 1, 14, 7, 5, 2, 2, 0, 6, 11, 5]
1.373204e-11	1.411918e-11	[7, 10, 15, 1, 0, 13, 0, 14, 10]
1.354088e-20	1.412056e-20	[10, 10, 6, 5, 2, 1, 15, 9, 8, 13, 12, 0, 1, 5, 13, 13, 3]
1.603173e-19	1.565675e-19	[8, 2, 1, 8, 13, 3, 12, 5, 1, 8, 8, 0, 11, 13, 3, 13]
1.637583e-89	1.500253e-89	[9, 12, 1, 12, 10, 4, 0, 1, 2, 14, 0, 1, 11, 1, 0, 2, 1, 2, 3, 5, 14, 9, 4, 8, 5, 11, 10, 15, 13, 14, 9, 12, 2, 9, 5, 3, 4, 6, 13, 2, 1, 13, 12, 15, 11, 14, 0, 12, 13, 8, 15, 9, 11, 12, 5, 9, 11, 0, 2, 8, 14, 2, 6, 7, 9, 2, 4, 6, 15, 5, 1, 3, 6]
4.579412e-92	5.177004e-92	[9, 13, 15, 1, 15, 5, 5, 11, 13, 5, 12, 5, 10, 1, 1, 15, 5, 11, 12, 15, 1, 10, 13, 8, 9, 15, 11, 10, 0, 5, 8, 2, 4, 7, 11, 9, 0, 7, 15, 12, 5, 3, 14, 12, 4, 2, 5, 1, 11, 0, 11, 13, 4, 11, 13, 10, 11, 8, 11, 13, 1, 3, 7, 5, 8, 0, 9, 4, 0, 7, 9, 8, 4, 7, 1, 13, 11]
1.275208e-50	1.340476e-50	[5, 2, 14, 2, 14, 3, 8, 7, 12, 5, 12, 11, 5, 8, 5, 8, 2, 7, 5, 13, 10, 5, 3, 13, 13, 15, 10, 10, 7, 4, 7, 5, 7, 3, 1, 9, 6, 8, 0, 14, 5, 0]
4.895696e-56	5.077171e-56	[0, 9, 7, 9, 1, 1, 8, 13, 5, 10, 1, 11, 9, 5, 0, 4, 12, 5, 5, 3, 9, 13, 13, 3, 9, 3, 6, 8, 8, 9, 5, 0, 9, 5, 11, 1, 3, 9, 1, 5, 10, 5, 7, 8, 0, 2, 4, 5]
1.599175e-36	1.560105e-36	[5, 3, 14, 9, 8, 10, 1, 7, 15, 8, 8, 5, 0, 14, 13, 12, 10, 7, 1, 0, 8, 9, 8, 1, 13, 3, 5, 3, 2, 14]
2.633300e-79	2.820403e-79	[1, 6, 0, 1, 3, 4, 13, 0, 10, 3, 10, 12, 10, 4, 4, 7, 13, 12, 1, 9, 15, 8, 0, 2, 0, 1, 2, 6, 12, 14, 15, 6, 4, 0, 5, 14, 10, 5, 5, 5, 3, 5, 10, 0, 11, 9, 9, 13, 1, 2, 5, 11, 11, 4, 13, 3, 8, 5, 7, 11, 1, 13, 8, 11, 5, 12]
1.079556e-47	1.044743e-47	[7, 0, 1, 8, 6, 4, 8, 10, 5, 3, 6, 9, 5, 7, 15, 14, 10, 9, 2, 1, 0, 6, 0, 12, 3, 7, 9, 1, 12, 8, 6, 4, 11, 14, 10, 8, 1, 11, 13]
1.538544e-12	1.548940e-12	[8, 6, 5, 10, 14, 1, 4, 0, 13, 10]
1.951052e-105	2.128228e-105	[13, 14, 5, 14, 15, 11, 6, 0, 8, 13, 10, 0, 14, 5, 2, 4, 1, 7, 4, 8, 2, 8, 7, 5, 4, 0, 11, 15, 2, 5, 5, 9, 4, 10, 14, 5, 10, 9, 0, 12, 15, 13, 13, 3, 10, 1, 7, 9, 15, 10, 10, 11, 1, 7, 1, 10, 13, 2, 15, 14, 5, 15, 5, 5, 5, 3, 1, 1, 14, 0, 12, 3, 5, 15, 0, 5, 1, 5, 6, 7, 4, 4, 13, 15, 1, 10, 13, 11]
2.422464e-115	2.552355e-115	[15, 11, 1, 8, 13, 12, 5, 9, 9, 3, 13, 1, 14, 6, 15, 1, 6, 13, 13, 13, 13, 5, 0, 12, 11, 0, 11, 1, 4, 12, 0, 8, 14, 7, 15, 15, 6, 1, 4, 9, 13, 15, 3, 8, 0, 5, 13, 11, 12, 3, 10, 8, 9, 11, 13, 4, 3, 3, 11, 8, 10, 5, 10, 13, 5, 13, 1, 13, 0, 4, 13, 1, 5, 13, 5, 1, 2, 5, 3, 4, 11, 11, 12, 12, 0, 2, 6, 1, 8, 7, 1, 11, 10, 1, 5, 4, 5]
3.099322e-30	3.137165e-30	[8, 3, 15, 1, 4, 7, 8, 1, 10, 10, 8, 11, 9, 5, 9, 5, 0, 1, 13, 1, 6, 10, 4, 14, 0]
4.286702e-47	4.263643e-47	[6, 13, 4, 3, 11, 15, 12, 15, 12, 1, 9, 0, 5, 5, 4, 10, 12, 2, 0, 5, 3, 8, 15, 14, 3, 12, 15, 14, 1, 10, 6, 0, 2, 3, 7, 3, 1, 5]
5.940743e-114	4.968505e-114	[8, 3, 8, 9, 8, 5, 14, 3, 8, 13, 4, 12, 6, 7, 8, 3, 4, 2, 7, 1, 10, 8, 15, 6, 5, 5, 13, 13, 7, 10, 15, 13, 2, 11, 3, 5, 2, 2, 1, 15, 0, 13, 4, 11, 4, 15, 5, 13, 5, 9, 2, 12, 10, 2, 9, 0, 2, 6, 13, 5, 7, 11, 3, 5, 5, 8, 13, 5, 14, 13, 6, 15, 0, 2, 8, 15, 7, 0, 5, 8, 3, 1, 7, 7, 5, 11, 14, 4, 10, 0, 0, 8, 4, 12, 10]
1.682615e-79	1.488911e-79	[10, 1, 7, 2, 10, 1, 7, 13, 12, 5, 3, 15, 13, 3, 5, 8, 0, 3, 15, 2, 5, 9, 6, 8, 9, 13, 5, 15, 0, 12, 15, 5, 10, 2, 11, 8, 3, 12, 9, 6, 11, 10, 12, 8, 8, 6, 4, 12, 0, 15, 6, 7, 4, 8, 1, 10, 8, 10, 1, 5, 4, 12, 13, 9, 0, 2]
6.632512e-46	5.671489e-46	[4, 0, 9, 5, 13, 7, 4, 14, 9, 7, 4, 11, 5, 3, 0, 13, 15, 0, 5, 2, 5, 11, 11, 8, 6, 11, 5, 11, 2, 8, 10, 1, 12, 13, 15, 15, 4, 5]
2.422937e-109	2.369414e-109	[10, 12, 5, 4, 12, 2, 6, 4, 2, 15, 13, 8, 14, 0, 1, 9, 3, 13, 1, 12, 2, 13, 1, 10, 9, 6, 1, 10, 10, 10, 12, 11, 3, 9, 13, 2, 14, 13, 10, 8, 9, 8, 3, 11, 15, 5, 0, 7, 3, 0, 12, 8, 0, 7, 13, 2, 11, 2, 5, 4, 1, 6, 12, 0, 11, 5, 8, 0, 14, 12, 5, 15, 12, 0, 11, 5, 12, 8, 10, 14, 10, 6, 7, 13, 8, 10, 11, 13, 11, 9]
1.261708e-49	1.196061e-49	[13, 9, 0, 1, 1, 10, 5, 7, 15, 11, 12, 11, 10, 7, 1, 9, 12, 14, 13, 9, 7, 13, 8, 6, 9, 9, 12, 4, 12, 4, 13, 5, 13, 5, 4, 9, 6, 5, 5, 1, 7, 9]
6.870418e-85	6.716568e-85	[4, 8, 0, 14, 5, 3, 11, 0, 10, 7, 9, 5, 0, 2, 3, 15, 15, 0, 13, 10, 9, 10, 13, 13, 0, 2, 6, 1, 1, 1, 5, 1, 0, 5, 5, 5, 2, 9, 7, 6, 6, 10, 10, 11, 7, 6, 9, 9, 10, 0, 8, 1, 9, 1, 14, 15, 5, 13, 3, 2, 10, 9, 0, 6, 5, 6, 9, 13, 2, 10, 8]
3.574040e-38	3.452623e-38	[4, 15, 4, 5, 2, 13, 13, 5, 11, 10, 14, 5, 5, 1, 4, 8, 9, 5, 5, 6, 8, 11, 6, 3, 9, 8, 14, 9, 9, 10, 7, 5]
2.052353e-73	2.274760e-73	[14, 15, 2, 5, 0, 2, 5, 13, 4, 7, 5, 4, 9, 0, 9, 3, 8, 2, 15, 1, 4, 1, 13, 6, 3, 4, 4, 15, 9, 3, 4, 11, 8, 15, 5, 10, 6, 1, 6, 12, 13, 14, 2, 9, 13, 11, 13, 5, 5, 13, 2, 14, 7, 5, 10, 6, 13, 8, 9, 5, 10]
4.921173e-115	4.566604e-115	[5, 9, 7, 15, 10, 14, 7, 0, 9, 2, 2, 6, 15, 5, 7, 10, 4, 3, 1, 9, 7, 4, 12, 8, 15, 7, 12, 13, 5, 4, 8, 14, 2, 12, 0, 9, 2, 5, 6, 4, 3, 4, 15, 2, 2, 0, 1, 0, 14, 12, 0, 9, 0, 15, 2, 10, 9, 8, 14, 5, 13, 13, 14, 5, 7, 11, 5, 3, 8, 11, 14, 7, 0, 5, 1, 13, 7, 7, 15, 7, 15, 13, 8, 11, 8, 2, 1, 6, 8, 7, 13, 0, 7, 9, 9]
3.449607e-58	3.427402e-58	[10, 3, 0, 1, 2, 15, 3, 1, 4, 8, 5, 10, 11, 12, 10, 13, 6, 13, 11, 5, 6, 10, 2, 11, 5, 5, 14, 12, 7, 1, 15, 9, 6, 8, 3, 7, 8, 0, 7, 15, 15, 9, 15, 5, 5, 9, 8, 1]
1.690989e-119	1.449934e-119	[4, 2, 14, 0, 8, 11, 1, 12, 0, 5, 4, 11, 13, 9, 9, 13, 4, 13, 0, 7, 6, 7, 8, 14, 8, 7, 3, 10, 13, 2, 15, 5, 1, 14, 9, 1, 8, 9, 13, 2, 6, 3, 2, 8, 7, 9, 3, 6, 5, 13, 3, 11, 15, 3, 4, 8, 12, 13, 2, 3, 0, 3, 6, 13, 9, 5, 0, 5, 0, 7, 15, 7, 13, 4, 14, 0, 9, 1, 8, 15, 2, 5, 14, 12, 3, 9, 1, 11, 8, 6, 7, 8, 1, 1, 6, 13, 13, 7, 7]
1.025580e-54	1.048346e-54	[0, 13, 13, 12, 11, 8, 9, 10, 0, 12, 0, 9, 7, 1, 14, 5, 4, 13, 6, 10, 9, 11, 12, 15, 4, 15, 12, 9, 8, 0, 6, 5, 10, 11, 15, 12, 3, 0, 5, 15, 7, 10, 10, 4, 12]
2.223793e-93	2.124572e-93	[6, 0, 4, 8, 2, 12, 11, 7, 8, 8, 13, 7, 7, 7, 5, 13, 5, 5, 11, 5, 12, 5, 13, 5, 4, 1, 8, 8, 12, 11, 14, 5, 13, 1, 4, 10, 2, 5, 6, 3, 0, 9, 9, 5, 11, 1, 0, 10, 7, 13, 0, 12, 8, 10, 15, 12, 0, 3, 4, 0, 9, 4, 7, 3, 5, 13, 8, 6, 5, 1, 1, 4, 8, 0, 1, 15, 4, 1, 0]
3.545684e-47	3.078780e-47	[12, 5, 7, 5, 15, 1, 13, 10, 9, 4, 8, 15, 1, 3, 15, 13, 4, 10, 1, 15, 1, 12, 10, 14, 13, 15, 8, 15, 15, 1, 4, 6, 13, 11, 5, 11, 9, 15, 1]
2.623528e-41	2.511059e-41	[7, 15, 6, 1, 15, 4, 1, 14, 4, 3, 9, 9, 12, 5, 5, 2, 1, 6, 9, 7, 15, 8, 10, 13, 8, 8, 0, 4, 4, 4, 4, 8, 10, 4]
6.242855e-28	5.861113e-28	[14, 14, 7, 2, 4, 8, 5, 12, 7, 12, 1, 1, 13, 5, 7, 6, 5, 7, 2, 1, 5, 2, 5]
6.407538e-80	6.464339e-80	[7, 14, 8, 9, 11, 13, 5, 8, 13, 0, 13, 5, 2, 14, 5, 5, 9, 8, 3, 13, 8, 2, 4, 8, 13, 6, 2, 14, 12, 8, 9, 13, 3, 10, 1, 5, 1, 9, 6, 3, 15, 7, 0, 4, 14, 12, 5, 13, 15, 5, 1, 10, 13, 10, 12, 12, 12, 2, 0, 8, 5, 14, 13, 1, 1, 12, 13]
